,Date,Price Gold,Price Nasdaq100,Price S&P500,Price DAX,Price Euro Bund
1629,2019-03-18,1303.7,7362.25,2841.5,11692.0,164.23
1630,2019-03-19,1306.0,7378.0,2837.25,11664.0,164.23
1631,2019-03-20,1312.7,7400.5,2823.75,11749.0,163.9
1632,2019-03-21,1309.3,7526.75,2859.5,11607.0,164.42
1633,2019-03-24,1313.3,7372.25,2813.0,,
1634,2019-03-25,1321.5,7363.0,2808.5,11336.0,165.6
1635,2019-03-26,1315.4,7383.5,2823.5,11387.0,165.77
1636,2019-03-27,1315.0,7323.5,2807.0,11442.0,165.78
1637,2019-03-28,1295.0,7350.25,2820.5,11433.0,166.55
1638,2019-03-31,1297.2,7430.0,2844.5,,
1639,2019-04-01,1292.2,7495.25,2868.5,11601.0,166.2
1640,2019-04-02,1296.9,7517.0,2866.0,11698.0,165.83
1641,2019-04-03,1294.4,7581.25,2880.75,11803.0,165.93
1642,2019-04-04,1296.5,7565.0,2882.5,11967.0,165.28
1643,2019-04-07,1295.8,7607.75,2896.25,,
1644,2019-04-08,1301.6,7625.75,2898.5,12026.0,165.37
1645,2019-04-09,1308.2,7590.5,2882.0,11970.0,165.29
1646,2019-04-10,1312.4,7644.0,2894.75,11878.0,165.51
1647,2019-04-11,1295.8,7617.0,2892.0,11951.0,165.81
1648,2019-04-14,1294.0,7654.0,2912.0,,
1649,2019-04-15,1290.8,7650.75,2910.25,12036.0,164.6
1650,2019-04-16,1279.5,7676.5,2910.25,12050.0,164.64
1651,2019-04-17,1276.2,7691.5,2901.0,12137.0,164.5
1652,2019-04-21,1278.0,7715.25,2908.75,,
1653,2019-04-22,1277.0,7738.0,2911.75,,
1654,2019-04-23,1274.4,7833.5,2937.25,12257.0,165.01
1655,2019-04-24,1277.9,7855.25,2930.0,12260.0,164.98
1656,2019-04-25,1279.1,7799.25,2923.75,12334.0,165.7
1657,2019-04-28,1289.0,7837.25,2939.25,,
1658,2019-04-29,1281.9,7805.25,2942.5,12343.0,165.82
1659,2019-04-30,1285.2,7848.75,2955.0,12338.0,165.49
1660,2019-05-01,1278.5,7737.75,2916.5,,
1661,2019-05-02,1271.6,7739.0,2918.5,12302.0,165.17
1662,2019-05-05,1281.8,7810.0,2917.75,,
1663,2019-05-06,1282.4,7744.75,2911.75,12326.0,165.54
1664,2019-05-07,1285.6,7663.75,2889.75,12280.0,165.59
1665,2019-05-08,1281.9,7639.75,2884.0,12076.0,166.07
1666,2019-05-09,1285.0,7591.0,2869.75,12198.0,166.15
1667,2019-05-12,1288.3,7534.25,2858.5,,
1668,2019-05-13,1300.8,7315.25,2806.0,12090.0,166.36
1669,2019-05-14,1298.0,7429.25,2840.75,11847.0,166.52
1670,2019-05-15,1297.7,7524.25,2853.5,11979.0,166.66
1671,2019-05-16,1287.2,7600.75,2879.75,12082.0,167.05
1672,2019-05-19,1277.6,7514.75,2861.5,,
1673,2019-05-20,1277.7,7408.25,2848.0,12226.0,167.0
1674,2019-05-21,1274.4,7462.75,2864.75,12051.0,166.73
1675,2019-05-22,1273.3,7430.75,2857.75,12158.0,166.51
1676,2019-05-23,1283.2,7316.75,2821.75,12118.0,166.91
1677,2019-05-26,1283.5,7315.5,2831.0,,
1678,2019-05-27,1285.0,7312.75,2830.0,12018.0,167.34
1679,2019-05-28,1284.3,7291.5,2804.25,12073.0,167.56
1680,2019-05-29,1285.1,7214.75,2779.5,11943.0,167.91
1681,2019-05-30,1293.2,7251.75,2788.75,11866.0,167.83
1682,2019-06-02,1312.5,7110.0,2741.0,,
1683,2019-06-03,1329.7,7008.75,2754.0,11628.0,168.59
1684,2019-06-04,1330.2,7189.0,2806.5,11755.0,168.53
1685,2019-06-05,1336.1,7213.75,2820.5,11997.0,170.99
1686,2019-06-06,1339.7,7266.5,2840.0,11982.0,171.18
1687,2019-06-09,1341.2,7469.0,2893.25,,
1688,2019-06-10,1331.8,7519.5,2890.25,12101.0,171.55
1689,2019-06-11,1330.6,7517.75,2887.25,12074.0,171.1
1690,2019-06-12,1337.8,7476.0,2882.0,12133.0,171.38
1691,2019-06-13,1346.5,7528.5,2897.5,12113.0,171.45
1692,2019-06-16,1345.5,7508.0,2895.0,,
1693,2019-06-17,1343.9,7570.5,2898.0,12121.0,171.69
1694,2019-06-18,1350.4,7668.0,2924.75,12087.0,171.54
1695,2019-06-19,1364.5,7696.25,2930.75,12353.0,172.66
1696,2019-06-20,1391.2,7762.75,2957.75,12350.0,172.6
1697,2019-06-23,1403.9,7744.5,2948.0,,
1698,2019-06-24,1423.4,7753.0,2951.0,12281.0,172.03
1699,2019-06-25,1427.2,7633.0,2922.5,12256.0,172.46
1700,2019-06-26,1412.7,7641.0,2914.75,12171.0,172.75
1701,2019-06-27,1413.3,7685.25,2932.75,12233.0,172.38
1702,2019-06-30,1401.8,7781.5,2970.0,,
1703,2019-07-01,1386.2,7792.5,2968.0,12476.0,172.57
1704,2019-07-02,1424.7,7840.25,2979.0,12518.0,173.3
1705,2019-07-03,1421.6,7887.75,3000.75,12531.0,173.6
1706,2019-07-04,1418.8,7901.75,3002.75,12637.0,173.72
1707,2019-07-07,1401.0,7855.0,2990.75,,
1708,2019-07-08,1397.9,7802.25,2977.75,12536.0,173.41
1709,2019-07-09,1400.0,7848.0,2982.25,12484.0,173.35
1710,2019-07-10,1421.1,7924.25,2996.0,12453.0,173.04
1711,2019-07-11,1406.2,7917.25,3003.0,12379.0,172.55
1712,2019-07-14,1417.7,7958.25,3015.25,,
1713,2019-07-15,1416.4,7982.75,3017.25,12309.0,171.73
1714,2019-07-16,1407.9,7939.75,3005.75,12405.0,172.33
1715,2019-07-17,1428.5,7868.0,2980.75,12405.0,172.47
1716,2019-07-18,1448.3,7950.5,3003.75,12262.0,173.11
1717,2019-07-21,1428.5,7830.0,2974.5,,
1718,2019-07-22,1426.0,7926.5,2988.75,12219.0,173.39
1719,2019-07-23,1418.6,7944.0,3003.0,12305.0,173.61
1720,2019-07-24,1426.8,8004.5,3018.0,12516.0,173.77
1721,2019-07-25,1414.9,7992.0,3006.5,12559.0,174.26
1722,2019-07-28,1419.0,8017.5,3022.0,,
1723,2019-07-29,1439.5,8004.25,3022.25,12410.0,174.36
1724,2019-07-30,1443.7,7992.5,3016.25,12427.0,174.43
1725,2019-07-31,1425.6,7834.0,2970.25,12129.0,174.61
1726,2019-08-01,1457.5,7797.0,2950.25,12095.0,175.02
1727,2019-08-04,1451.2,7701.75,2929.25,,
1728,2019-08-05,1481.1,7349.0,2816.25,11894.0,175.97
1729,2019-08-06,1486.7,7512.75,2873.75,11480.0,176.61
1730,2019-08-07,1512.1,7553.5,2879.0,11603.0,176.75
1731,2019-08-08,1515.9,7699.5,2928.0,11669.0,177.0
1732,2019-08-11,1509.2,7654.5,2918.75,,
1733,2019-08-12,1522.3,7570.25,2882.25,11703.0,177.14
1734,2019-08-13,1513.0,7746.5,2931.0,11642.0,177.51
1735,2019-08-14,1526.6,7469.0,2836.0,11785.0,177.7
1736,2019-08-15,1533.9,7509.25,2851.0,11454.0,178.42
1737,2019-08-18,1523.0,7617.25,2893.0,,
1738,2019-08-19,1506.3,7717.25,2921.25,11592.0,178.73
1739,2019-08-20,1518.4,7655.0,2893.25,11675.0,178.19
1740,2019-08-21,1512.4,7756.0,2931.25,11619.0,178.76
1741,2019-08-22,1508.8,7705.75,2920.25,11808.0,178.69
1742,2019-08-25,1551.6,7408.25,2828.25,,
1743,2019-08-26,1537.3,7591.5,2882.75,11482.0,179.08
1744,2019-08-27,1551.8,7564.0,2866.25,11653.0,178.51
1745,2019-08-28,1549.4,7582.25,2883.25,11719.0,179.0
1746,2019-08-29,1536.9,7704.25,2923.25,11677.0,179.2
1747,2019-09-01,1535.2,7628.25,2901.0,,
1748,2019-09-02,1539.2,7614.0,2899.0,11904.0,179.18
1749,2019-09-03,1556.0,7614.25,2903.0,11935.0,178.89
1750,2019-09-04,1561.4,7722.0,2938.0,11911.0,178.97
1751,2019-09-05,1525.6,7853.5,2970.75,12053.0,175.72
1752,2019-09-08,1515.2,7869.5,2983.25,,
1753,2019-09-09,1507.0,7834.0,2979.25,12184.0,175.21
1754,2019-09-10,1493.9,7818.5,2979.0,12233.0,174.31
1755,2019-09-11,1504.9,7893.25,3003.0,12266.0,173.8
1756,2019-09-12,1506.5,7938.0,3012.0,12431.0,174.03
1757,2019-09-15,1513.1,7878.5,2996.75,,
1758,2019-09-16,1506.5,7887.0,3004.25,12408.0,172.51
1759,2019-09-17,1509.7,7916.25,3008.75,12393.0,172.99
1760,2019-09-18,1502.0,7925.0,3010.0,12380.0,172.87
1761,2019-09-19,1506.8,7921.0,3007.0,12415.0,173.07
1762,2019-09-22,1521.5,7839.25,2995.75,,
1763,2019-09-23,1529.8,7869.0,3001.0,12429.0,173.6
1764,2019-09-24,1539.8,7738.25,2971.0,12385.0,174.19
1765,2019-09-25,1510.9,7822.5,2985.75,12257.0,174.88
1766,2019-09-26,1511.8,7787.0,2979.75,12243.0,174.11
1767,2019-09-29,1501.7,7735.5,2976.0,,
1768,2019-09-30,1478.0,7784.0,2984.0,12351.0,174.35
1769,2019-10-01,1485.4,7711.0,2942.25,12414.0,174.23
1770,2019-10-02,1505.6,7551.5,2883.75,12249.0,173.86
1771,2019-10-03,1511.6,7656.75,2911.5,11920.0,173.88
1772,2019-10-06,1518.6,7712.5,2929.75,,
1773,2019-10-07,1498.7,7736.0,2934.5,12019.0,174.54
1774,2019-10-08,1510.9,7621.0,2893.5,12073.0,174.24
1775,2019-10-09,1510.8,7702.25,2920.5,11962.0,174.52
1776,2019-10-10,1498.3,7783.25,2949.0,12044.0,174.06
1777,2019-10-13,1492.0,7850.25,2968.0,,
1778,2019-10-14,1497.7,7862.25,2966.75,12470.0,172.38
1779,2019-10-15,1484.8,7960.0,2996.5,12479.0,172.57
1780,2019-10-16,1494.2,7954.25,2992.25,12627.0,171.72
1781,2019-10-17,1495.6,7953.75,2997.75,12658.0,171.64
1782,2019-10-20,1495.6,7874.25,2984.75,,
1783,2019-10-21,1487.5,7949.25,3006.5,12663.0,171.45
1784,2019-10-22,1491.1,7846.25,2992.0,12755.0,170.88
1785,2019-10-23,1495.1,7922.75,3006.0,12665.0,171.68
1786,2019-10-24,1506.4,7928.5,3003.75,12820.0,171.55
1787,2019-10-27,1507.4,8048.0,3023.0,,
1788,2019-10-28,1494.3,8109.25,3038.25,12914.0,171.26
1789,2019-10-29,1490.5,8057.25,3036.5,12969.0,170.68
1790,2019-10-30,1498.8,8128.5,3051.75,12931.0,171.05
1791,2019-10-31,1515.1,8094.25,3036.0,12944.0,171.24
1792,2019-11-03,1516.4,8165.0,3064.75,,
1793,2019-11-04,1511.6,8221.5,3076.75,12985.0,171.47
1794,2019-11-05,1484.3,8208.0,3071.5,13139.0,170.9
1795,2019-11-06,1492.1,8213.75,3077.25,13139.0,170.45
1796,2019-11-07,1469.0,8230.0,3086.25,13172.0,170.87
1797,2019-11-10,1460.0,8257.25,3090.5,,
1798,2019-11-11,1455.9,8253.25,3087.75,13241.0,169.64
1799,2019-11-12,1456.5,8273.0,3091.25,13193.0,169.67
1800,2019-11-13,1464.0,8269.0,3096.25,13248.0,169.75
1801,2019-11-14,1471.9,8267.5,3097.0,13241.0,170.26
1802,2019-11-17,1467.8,8318.75,3119.0,,
1803,2019-11-18,1471.9,8335.0,3121.5,13216.0,170.89
1804,2019-11-19,1472.7,8333.0,3116.5,13199.0,170.84
1805,2019-11-20,1475.1,8261.5,3097.25,13198.0,171.0
1806,2019-11-21,1464.3,8280.25,3104.0,13110.0,171.24
1807,2019-11-24,1461.0,8303.25,3119.0,,
1808,2019-11-25,1455.1,8374.25,3131.25,13214.0,171.15
1809,2019-11-26,1468.3,8402.75,3143.75,13263.0,171.04
1810,2019-11-27,1461.2,8456.75,3154.75,13265.0,171.3
1811,2019-11-28,1461.7,8442.75,3150.0,13268.0,171.42
1812,2019-12-01,1470.3,8424.5,3146.25,,
1813,2019-12-02,1468.0,8313.75,3114.25,13258.0,170.99
1814,2019-12-03,1483.2,8258.75,3091.75,12966.0,170.02
1815,2019-12-04,1480.0,8296.25,3111.0,13042.0,171.06
1816,2019-12-05,1481.0,8311.0,3117.75,13143.0,172.64
1817,2019-12-08,1464.1,8401.5,3146.5,,
1818,2019-12-09,1466.3,8354.5,3133.5,13154.0,172.39
1819,2019-12-10,1468.5,8366.25,3135.5,13075.0,172.34
1820,2019-12-11,1479.2,8407.5,3144.0,13066.0,172.31
1821,2019-12-12,1470.8,8508.0,3178.25,13149.0,172.7
1822,2019-12-15,1480.0,8534.0,3179.5,,
1823,2019-12-16,1480.6,8604.5,3196.5,13359.0,172.16
1824,2019-12-17,1480.4,8597.75,3192.5,13388.0,172.03
1825,2019-12-18,1479.4,8624.75,3199.5,13275.0,172.11
1826,2019-12-19,1482.7,8679.5,3213.5,13215.0,171.6
1827,2019-12-22,1482.4,8710.75,3227.0,,
1828,2019-12-23,1489.8,8728.25,3228.25,13314.0,171.56
1829,2019-12-25,1503.9,8730.25,3227.5,,
1830,2019-12-26,1516.5,8801.0,3242.0,,
1831,2019-12-29,1515.9,8783.5,3238.25,,
1832,2019-12-30,1517.7,8731.75,3223.25,13298.0,171.58
1833,2020-01-01,1521.0,8776.75,3237.0,,
1834,2020-01-02,1531.7,8895.5,3261.0,13174.0,170.54
1835,2020-01-05,1562.7,8772.25,3220.25,,
1836,2020-01-06,1567.4,8853.25,3243.5,13114.0,172.45
1837,2020-01-07,1578.8,8841.5,3231.75,13133.0,172.21
1838,2020-01-08,1557.7,8948.75,3261.25,13002.0,172.5
1839,2020-01-09,1553.4,9010.0,3275.5,13391.0,171.31
1840,2020-01-12,1563.0,8979.0,3265.75,,
1841,2020-01-13,1548.6,9087.75,3289.25,13473.0,171.36
1842,2020-01-14,1546.8,9062.0,3287.75,13493.0,170.74
1843,2020-01-15,1556.6,9061.75,3294.25,13442.0,171.05
1844,2020-01-16,1553.0,9137.0,3316.75,13428.0,171.62
1845,2020-01-19,1557.3,9174.0,3325.0,,
1846,2020-01-20,1561.0,9176.25,3325.5,13539.0,171.76
1847,2020-01-21,1558.9,9179.5,3321.25,13565.0,171.75
1848,2020-01-22,1558.9,9190.0,3317.25,13536.0,172.04
1849,2020-01-23,1562.9,9252.0,3326.5,13462.0,172.41
1850,2020-01-26,1580.5,9077.0,3269.75,,
1851,2020-01-27,1580.6,8952.5,3239.5,13410.0,173.75
1852,2020-01-28,1566.3,9119.5,3281.75,13204.0,174.11
1853,2020-01-29,1582.4,9111.25,3271.5,13309.0,173.66
1854,2020-01-30,1578.4,9226.5,3292.0,13321.0,174.23
1855,2020-02-02,1597.8,8982.75,3222.75,,
1856,2020-02-03,1581.5,9099.0,3244.25,12958.0,175.1
1857,2020-02-04,1556.1,9357.0,3300.25,13043.0,175.06
1858,2020-02-05,1560.0,9390.0,3337.0,13274.0,174.33
1859,2020-02-06,1570.7,9467.0,3349.0,13502.0,173.71
1860,2020-02-09,1575.8,9401.5,3322.25,,
1861,2020-02-10,1575.5,9525.0,3351.0,13428.0,174.33
1862,2020-02-11,1571.2,9536.25,3360.5,13530.0,174.48
1863,2020-02-12,1569.8,9621.5,3381.25,13638.0,174.17
1864,2020-02-13,1579.0,9626.25,3379.5,13743.0,174.16
1865,2020-02-16,1585.1,9635.0,3382.25,,
1866,2020-02-17,1587.5,9623.0,3378.25,13768.0,174.35
1867,2020-02-18,1604.8,9643.25,3372.0,13737.0,174.51
1868,2020-02-19,1615.0,9744.75,3391.75,13726.0,174.41
1869,2020-02-20,1623.6,9617.25,3367.0,13801.0,174.55
1870,2020-02-23,1656.0,9355.25,3309.0,,
1871,2020-02-24,1661.8,9091.0,3223.0,13410.0,175.38
1872,2020-02-25,1637.3,8868.25,3138.0,13039.0,175.35
1873,2020-02-26,1643.0,8811.5,3100.25,12698.0,175.88
1874,2020-02-27,1646.1,8347.0,2950.0,12541.0,175.99
1875,2020-03-01,1592.8,8349.25,2900.0,,
1876,2020-03-02,1586.0,8830.5,3077.0,11744.0,177.82
1877,2020-03-03,1640.1,8557.5,2988.25,12049.0,177.41
1878,2020-03-04,1638.2,8889.0,3109.25,11841.0,178.23
1879,2020-03-05,1673.1,8677.0,3024.25,12159.0,174.81
1880,2020-03-08,1692.6,8369.0,2916.0,,
1881,2020-03-09,1679.6,7893.75,2733.0,11046.0,177.21
1882,2020-03-10,1649.3,8317.0,2859.5,10530.0,177.55
1883,2020-03-11,1633.1,7998.75,2738.0,10702.0,177.07
1884,2020-03-12,1582.7,7100.0,2429.5,10282.0,176.81
1885,2020-03-15,1563.8,7919.75,2631.5,,
1886,2020-03-16,1512.8,7036.25,2407.0,9117.0,174.6
1887,2020-03-17,1527.6,7343.25,2467.5,8740.0,172.0
1888,2020-03-18,1487.2,7234.25,2402.5,8662.0,171.39
1889,2020-03-19,1471.6,7177.0,2351.0,8627.0,170.01
1890,2020-03-22,1505.0,6798.0,2220.25,,
1891,2020-03-23,1563.8,7005.75,2233.25,8281.0,170.69
1892,2020-03-24,1666.2,7544.75,2442.75,8875.0,171.13
1893,2020-03-25,1642.5,7483.5,2471.0,9600.0,170.5
1894,2020-03-26,1653.4,7882.75,2627.75,9819.0,169.69
1895,2020-03-29,1663.4,7395.75,2459.0,,
1896,2020-03-30,1643.4,7856.75,2613.25,9449.0,172.91
1897,2020-03-31,1589.4,7772.5,2562.0,9867.0,172.84
1898,2020-04-01,1602.4,7473.5,2459.0,9680.0,172.7
1899,2020-04-02,1635.3,7623.0,2513.75,9399.0,172.56
1900,2020-04-05,1647.7,7535.75,2485.0,,
1901,2020-04-06,1707.1,8034.25,2645.5,9654.0,171.85
1902,2020-04-07,1678.7,8015.0,2640.5,10238.0,171.81
1903,2020-04-08,1680.5,8195.25,2737.75,10166.0,170.79
1904,2020-04-12,1742.3,8296.0,2811.0,,
1905,2020-04-13,1761.5,8337.0,2760.0,,
1906,2020-04-14,1758.1,8706.25,2843.75,10552.0,170.47
1907,2020-04-15,1743.5,8576.0,2767.75,10692.0,171.42
1908,2020-04-16,1738.5,8909.75,2863.0,10230.0,172.43
1909,2020-04-19,1693.0,8799.5,2861.5,,
1910,2020-04-20,1713.3,8695.0,2807.0,10645.0,172.65
1911,2020-04-21,1703.1,8447.0,2737.25,10554.0,172.54
1912,2020-04-22,1736.5,8636.25,2790.5,10255.0,172.71
1913,2020-04-23,1753.0,8588.25,2777.0,10382.0,171.85
1914,2020-04-26,1745.0,8766.0,2829.0,,
1915,2020-04-27,1724.4,8819.0,2867.75,10411.0,172.68
1916,2020-04-28,1724.8,8759.25,2870.5,10685.0,172.4
1917,2020-04-29,1729.6,9109.5,2956.5,10769.0,172.75
1918,2020-04-30,1693.5,8847.0,2871.5,11142.0,172.95
1919,2020-05-03,1711.2,8624.0,2789.0,,
1920,2020-05-04,1711.0,8806.25,2827.0,10445.0,174.37
1921,2020-05-05,1714.1,8928.5,2857.75,10605.0,174.13
1922,2020-05-06,1686.0,8947.5,2832.0,10638.0,174.15
1923,2020-05-07,1727.2,9115.0,2882.0,10562.0,173.49
1924,2020-05-10,1706.0,9194.75,2920.75,,
1925,2020-05-11,1700.0,9282.0,2919.25,10957.0,173.47
1926,2020-05-12,1705.0,9045.75,2839.75,10849.0,173.18
1927,2020-05-13,1723.1,9012.75,2820.25,10572.0,173.55
1928,2020-05-14,1738.5,9085.5,2846.25,10485.0,173.56
1929,2020-05-17,1757.5,9135.0,2859.75,,
1930,2020-05-18,1734.8,9316.25,2945.0,10554.0,173.75
1931,2020-05-19,1749.2,9289.75,2913.5,11108.0,172.82
1932,2020-05-20,1751.7,9494.75,2972.25,10998.0,172.76
1933,2020-05-21,1726.0,9360.5,2936.75,11191.0,172.89
1934,2020-05-24,1734.8,9396.25,2948.5,,
1935,2020-05-25,1727.2,9530.25,2989.5,11164.0,173.05
1936,2020-05-26,1724.1,9409.0,2994.0,11362.0,173.11
1937,2020-05-27,1725.0,9436.5,3035.0,11439.0,172.28
1938,2020-05-28,1732.7,9453.5,3036.0,11753.0,171.82
1939,2020-05-31,1749.8,9513.0,3029.75,,
1940,2020-06-01,1750.3,9590.0,3052.75,11627.0,172.37
1941,2020-06-02,1733.7,9657.5,3078.0,11910.0,171.92
1942,2020-06-03,1702.8,9685.5,3117.75,12100.0,171.66
1943,2020-06-04,1720.8,9643.5,3113.25,12547.0,171.04
1944,2020-06-07,1686.7,9819.0,3192.5,,
1945,2020-06-08,1703.9,9887.25,3227.75,12839.0,173.08
1946,2020-06-09,1718.9,9960.0,3204.75,12936.0,173.61
1947,2020-06-10,1746.6,10086.25,3183.75,12665.0,173.47
1948,2020-06-11,1733.6,9616.0,3011.75,12436.0,174.28
1949,2020-06-14,1740.7,9527.0,2983.25,,
1950,2020-06-15,1732.3,9799.75,3065.25,11824.0,175.62
1951,2020-06-16,1735.3,9951.5,3111.75,12180.0,175.22
1952,2020-06-17,1735.5,9982.25,3104.0,12325.0,175.34
1953,2020-06-18,1729.8,9985.0,3096.75,12286.0,175.28
1954,2020-06-21,1765.8,9868.0,3040.25,,
1955,2020-06-22,1764.9,10121.5,3111.75,12090.0,175.74
1956,2020-06-23,1784.4,10183.0,3113.25,12353.0,175.85
1957,2020-06-24,1772.3,10005.25,3046.75,12434.0,175.53
1958,2020-06-25,1774.8,10087.0,3071.25,12107.0,176.11
1959,2020-06-28,1789.2,9785.5,2986.25,,
1960,2020-06-29,1784.2,9983.0,3046.0,12033.0,176.75
1961,2020-06-30,1798.9,10141.0,3085.25,12289.0,176.58
1962,2020-07-01,1779.0,10258.5,3101.75,12325.0,176.15
1963,2020-07-02,1787.9,10352.0,3125.25,12264.0,175.19
1964,2020-07-05,1787.0,10347.25,3121.25,,
1965,2020-07-06,1793.9,10600.0,3170.0,12598.0,175.88
1966,2020-07-07,1807.9,10526.0,3135.25,12763.0,176.07
1967,2020-07-08,1818.8,10674.25,3166.25,12556.0,176.11
1968,2020-07-09,1808.4,10727.0,3142.25,12605.0,176.01
1969,2020-07-12,1803.4,10848.25,3183.5,,
1970,2020-07-13,1805.2,10602.0,3149.75,12720.0,176.48
1971,2020-07-14,1811.1,10706.0,3204.0,12592.0,175.98
1972,2020-07-15,1813.1,10693.0,3223.25,12841.0,176.03
1973,2020-07-16,1796.9,10532.25,3198.5,12874.0,176.17
1974,2020-07-19,1812.3,10621.25,3214.5,,
1975,2020-07-20,1819.6,10952.25,3243.75,12963.0,176.19
1976,2020-07-21,1842.8,10850.75,3249.25,13097.0,176.24
1977,2020-07-22,1871.6,10850.0,3267.75,13107.0,176.37
1978,2020-07-23,1884.9,10565.5,3230.0,13124.0,176.79
1979,2020-07-26,1901.2,10490.0,3210.75,,
1980,2020-07-27,1937.1,10682.5,3235.0,12824.0,176.06
1981,2020-07-28,1950.6,10558.0,3215.0,12912.0,176.51
1982,2020-07-29,1986.4,10700.0,3256.75,12792.0,177.15
1983,2020-07-30,1973.6,10906.5,3269.25,12858.0,177.0
1984,2020-08-02,1997.4,10933.25,3272.0,,
1985,2020-08-03,1993.5,11054.0,3290.75,12297.0,177.44
1986,2020-08-04,2037.0,11080.5,3300.75,12671.0,177.31
1987,2020-08-05,2055.0,11094.0,3317.0,12602.0,177.96
1988,2020-08-06,2076.4,11260.5,3343.75,12617.0,177.02
1989,2020-08-09,2044.8,11140.25,3347.0,,
1990,2020-08-10,2038.4,11072.25,3350.25,12685.0,177.16
1991,2020-08-11,1921.6,10928.5,3339.5,12741.0,177.39
1992,2020-08-12,1927.3,11115.5,3367.75,12880.0,176.86
1993,2020-08-13,1963.8,11180.5,3369.25,13067.0,176.43
1994,2020-08-16,1956.4,11145.0,3366.0,,
1995,2020-08-17,1993.6,11285.5,3379.25,12873.0,175.61
1996,2020-08-18,2010.5,11414.25,3388.75,12937.0,176.14
1997,2020-08-19,1934.4,11327.0,3370.25,12865.0,176.47
1998,2020-08-20,1955.6,11480.0,3383.5,12897.0,176.58
1999,2020-08-23,1947.9,11581.0,3398.75,,
2000,2020-08-24,1935.9,11636.0,3427.0,12796.0,177.21
2001,2020-08-25,1939.0,11739.5,3444.75,13094.0,176.95
2002,2020-08-26,1963.0,11984.5,3479.5,13113.0,176.0
2003,2020-08-27,1937.5,11953.25,3488.0,13216.0,175.94
2004,2020-08-30,1973.9,12002.75,3508.5,,
2005,2020-08-31,1973.7,12109.75,3493.25,13102.0,175.63
2006,2020-09-01,1976.8,12325.5,3529.0,12942.0,175.46
2007,2020-09-02,1948.9,12408.5,3578.75,13023.0,176.12
2008,2020-09-03,1938.0,11745.0,3454.75,13370.0,176.74
2009,2020-09-06,1938.0,11531.0,3420.5,,
2010,2020-09-07,1935.6,11505.5,3432.5,12875.0,173.68
2011,2020-09-08,1939.4,11006.0,3315.25,13123.0,173.71
2012,2020-09-09,1955.3,11377.75,3396.0,12907.0,174.34
2013,2020-09-10,1953.8,11187.0,3334.75,13271.0,173.61
2014,2020-09-13,1948.9,11089.5,3340.0,,
2015,2020-09-14,1966.2,11264.5,3369.75,13244.0,174.02
2016,2020-09-15,1961.4,11450.25,3395.75,13164.0,174.05
2017,2020-09-16,1967.6,11257.0,3381.5,13192.0,174.12
2018,2020-09-17,1951.1,11066.5,3345.0,13204.0,174.05
2019,2020-09-20,1957.3,10920.0,3314.5,,
2020,2020-09-21,1918.1,10966.25,3271.5,13134.0,174.08
2021,2020-09-22,1905.1,11160.5,3303.75,12642.0,174.56
2022,2020-09-23,1866.9,10803.5,3228.0,12659.0,174.38
2023,2020-09-24,1872.7,10914.25,3243.5,12497.0,174.43
2024,2020-09-27,1862.7,11145.0,3291.0,,
2025,2020-09-28,1886.4,11388.0,3348.75,12549.0,174.58
2026,2020-09-29,1903.2,11321.0,3330.0,12883.0,174.63
2027,2020-09-30,1891.2,11375.0,3344.75,12835.0,174.81
2028,2020-10-01,1911.0,11566.75,3367.0,12777.0,174.5
2029,2020-10-04,1910.9,11308.5,3360.0,,
2030,2020-10-05,1917.8,11473.0,3392.0,12756.0,174.67
2031,2020-10-06,1882.6,11220.5,3338.0,12852.0,174.18
2032,2020-10-07,1890.6,11473.25,3406.25,12799.0,174.58
2033,2020-10-08,1898.4,11562.0,3447.25,12933.0,174.1
2034,2020-10-11,1935.0,11722.75,3467.5,,
2035,2020-10-12,1927.3,12100.0,3534.0,13037.0,174.74
2036,2020-10-13,1895.4,12079.75,3502.0,13136.0,174.88
2037,2020-10-14,1906.0,11950.0,3479.25,12997.0,175.07
2038,2020-10-15,1912.7,11891.0,3478.5,12983.0,175.37
2039,2020-10-18,1903.2,11816.75,3471.0,,
2040,2020-10-19,1906.4,11697.5,3436.0,12908.0,176.01
2041,2020-10-20,1911.6,11675.25,3437.0,12784.0,176.1
2042,2020-10-21,1927.4,11683.5,3430.25,12758.0,175.67
2043,2020-10-22,1906.5,11669.25,3455.75,12478.0,175.54
2044,2020-10-25,1906.0,11634.0,3445.75,,
2045,2020-10-26,1904.4,11499.5,3394.25,12565.0,175.5
2046,2020-10-27,1909.8,11558.5,3369.0,12192.0,175.45
2047,2020-10-28,1877.5,11180.5,3279.0,11930.0,176.08
2048,2020-10-29,1867.9,11213.25,3268.0,11554.0,176.03
2049,2020-11-01,1877.0,11034.5,3260.0,,
2050,2020-11-02,1896.4,11074.75,3304.0,11538.0,176.25
2051,2020-11-03,1910.3,11264.0,3362.75,11802.0,176.29
2052,2020-11-04,1903.4,11830.0,3448.0,12224.0,175.71
2053,2020-11-05,1950.0,12088.5,3508.75,12254.0,176.52
2054,2020-11-08,1956.0,12139.25,3522.5,,
2055,2020-11-09,1864.1,11863.5,3549.5,12597.0,176.09
2056,2020-11-10,1876.1,11632.25,3546.25,12990.0,174.54
2057,2020-11-11,1863.9,11898.5,3574.5,13120.0,174.01
