,Instrument,Ticker,Date,% change,open,high,low,close
230,Gold,GC,2014-01-29,0.7768361581920971,1770.0,1793.75,1767.75,1783.75
231,Gold,GC,2014-01-30,-0.3644519203812706,1783.5,1788.25,1761.25,1777.0
232,Gold,GC,2014-02-02,-2.306610407876235,1777.5,1783.75,1732.25,1736.5
233,Gold,GC,2014-02-03,0.3020279016251948,1738.25,1753.5,1734.0,1743.5
234,Gold,GC,2014-02-04,0.014330753797651141,1744.5,1750.75,1732.0,1744.75
235,Gold,GC,2014-02-05,1.3612265367531222,1744.75,1769.75,1744.0,1768.5
236,Gold,GC,2014-02-06,1.4423076923076934,1768.0,1794.0,1758.25,1793.5
237,Gold,GC,2014-02-09,0.13943112102620603,1793.0,1796.0,1786.25,1795.5
238,Gold,GC,2014-02-10,1.0026458710485997,1795.25,1819.5,1794.25,1813.25
239,Gold,GC,2014-02-11,0.19302357645112522,1813.25,1823.25,1811.25,1816.75
240,Gold,GC,2014-02-12,0.4128250997660672,1816.75,1827.0,1802.25,1824.25
241,Gold,GC,2014-02-13,0.5620287868403011,1823.75,1838.75,1816.0,1834.0
242,Gold,GC,2014-02-16,0.027270248159254606,1833.5,1837.0,1831.75,1834.0
243,Gold,GC,2014-02-17,0.10896213565786184,1835.5,1840.0,1831.5,1837.5
244,Gold,GC,2014-02-18,-0.5987209144101229,1837.25,1844.5,1823.25,1826.25
245,Gold,GC,2014-02-19,0.5476451259583826,1826.0,1840.25,1817.25,1836.0
246,Gold,GC,2014-02-20,-0.13616557734204093,1836.0,1844.0,1832.75,1833.5
247,Gold,GC,2014-02-23,0.5040185260863694,1835.25,1856.75,1829.25,1844.5
248,Gold,GC,2014-02-24,0.14907168993087794,1844.75,1851.0,1837.25,1847.5
249,Gold,GC,2014-02-25,-0.17591339648173232,1847.5,1853.25,1838.0,1844.25
250,Gold,GC,2014-02-26,0.5966101694915267,1843.75,1855.75,1832.75,1854.75
251,Gold,GC,2014-02-27,0.3370180641682339,1854.5,1866.5,1845.25,1860.75
252,Gold,GC,2014-03-02,0.3401360544217624,1837.5,1849.5,1832.25,1843.75
253,Gold,GC,2014-03-03,1.5050847457627157,1843.75,1874.75,1843.5,1871.5
254,Gold,GC,2014-03-04,0.17372711479353597,1870.75,1875.5,1867.75,1874.0
255,Gold,GC,2014-03-05,0.17344896597731463,1873.75,1881.0,1871.0,1877.0
256,Gold,GC,2014-03-06,0.026648900732851644,1876.25,1887.5,1869.25,1876.75
257,Gold,GC,2014-03-09,0.06664889362836846,1875.5,1878.75,1865.75,1876.75
258,Gold,GC,2014-03-10,-0.6129247168554315,1876.25,1882.25,1863.0,1864.75
259,Gold,GC,2014-03-11,0.21450596594718263,1864.75,1869.0,1853.75,1868.75
260,Gold,GC,2014-03-12,-1.1103678929765834,1868.75,1875.0,1841.5,1848.0
261,Gold,GC,2014-03-13,-0.40760869565217206,1840.0,1846.25,1832.0,1832.5
262,Gold,GC,2014-03-16,1.077909673898219,1832.25,1855.75,1823.5,1852.0
263,Gold,GC,2014-03-17,0.675037127041989,1851.75,1867.0,1845.5,1864.25
264,Gold,GC,2014-03-18,-0.6974248927038644,1864.0,1867.5,1842.0,1851.0
265,Gold,GC,2014-03-19,0.7427413909520624,1851.25,1866.5,1844.75,1865.0
266,Gold,GC,2014-03-20,-0.4021986861509532,1864.75,1876.75,1855.5,1857.25
267,Gold,GC,2014-03-23,-0.2559956884936696,1855.5,1866.0,1841.25,1850.75
268,Gold,GC,2014-03-24,0.45939737873260356,1850.25,1864.5,1848.0,1858.75
269,Gold,GC,2014-03-25,-0.7396449704142043,1859.0,1868.75,1841.5,1845.25
270,Gold,GC,2014-03-26,-0.10840108401083626,1845.0,1848.5,1834.0,1843.0
271,Gold,GC,2014-03-27,0.3525901817195489,1843.5,1859.5,1841.5,1850.0
272,Gold,GC,2014-03-30,0.48517520215632715,1855.0,1868.0,1855.0,1864.0
273,Gold,GC,2014-03-31,0.7374631268436644,1864.5,1878.75,1862.25,1878.25
274,Gold,GC,2014-04-01,0.27958993476234184,1877.75,1886.25,1876.25,1883.0
275,Gold,GC,2014-04-02,0.09294914354003936,1882.75,1887.5,1875.5,1884.5
276,Gold,GC,2014-04-03,-1.207376940427224,1884.25,1892.5,1855.75,1861.5
277,Gold,GC,2014-04-06,-1.1552928533046725,1861.0,1861.75,1834.5,1839.5
278,Gold,GC,2014-04-07,0.25815217391304657,1840.0,1849.0,1830.75,1844.75
279,Gold,GC,2014-04-08,1.1246612466124617,1845.0,1866.5,1843.75,1865.75
280,Gold,GC,2014-04-09,-1.956317834650946,1865.75,1867.5,1823.75,1829.25
281,Gold,GC,2014-04-10,-0.983875375785729,1829.5,1832.0,1807.25,1811.5
282,Gold,GC,2014-04-13,1.0520487264673335,1806.0,1828.0,1803.25,1825.0
283,Gold,GC,2014-04-14,0.9863013698630141,1825.0,1844.0,1809.25,1843.0
284,Gold,GC,2014-04-15,0.5426672093338709,1842.75,1857.0,1840.5,1852.75
285,Gold,GC,2014-04-16,0.26990553306342235,1852.5,1863.75,1847.25,1857.5
286,Gold,GC,2014-04-20,0.2823719241629732,1859.25,1865.5,1856.5,1864.5
287,Gold,GC,2014-04-21,0.5095883062893876,1864.25,1878.75,1860.75,1873.75
288,Gold,GC,2014-04-22,0.387079551521623,1873.0,1880.75,1867.5,1880.25
289,Gold,GC,2014-04-23,-0.31931878658861024,1879.0,1882.5,1863.75,1873.0
290,Gold,GC,2014-04-24,-0.6542056074766407,1872.5,1873.75,1853.0,1860.25
291,Gold,GC,2014-04-27,0.24170807036389874,1861.75,1871.75,1844.0,1866.25
292,Gold,GC,2014-04-28,0.24115755627009605,1866.0,1875.25,1865.0,1870.5
293,Gold,GC,2014-04-29,0.4677893611333843,1870.5,1880.25,1866.25,1879.25
294,Gold,GC,2014-04-30,-0.02660281989891189,1879.5,1882.75,1871.5,1879.0
295,Gold,GC,2014-05-01,-0.33266799733866037,1878.75,1886.0,1872.0,1872.5
296,Gold,GC,2014-05-04,0.1332977872567369,1875.5,1880.0,1860.5,1878.0
297,Gold,GC,2014-05-05,-0.7057256990679122,1877.5,1881.5,1861.75,1864.25
298,Gold,GC,2014-05-06,0.5633047210300361,1864.0,1875.75,1854.5,1874.5
299,Gold,GC,2014-05-07,-0.25336711561541847,1874.75,1884.75,1865.0,1870.0
300,Gold,GC,2014-05-08,0.24060954417858227,1870.25,1875.0,1862.5,1874.75
301,Gold,GC,2014-05-11,1.0538954108858007,1874.0,1894.0,1874.0,1893.75
302,Gold,GC,2014-05-12,0.07921837866385317,1893.5,1898.5,1892.0,1895.0
303,Gold,GC,2014-05-13,-0.4618023485948015,1894.75,1897.25,1882.25,1886.0
304,Gold,GC,2014-05-14,-0.981042025719205,1885.75,1888.5,1859.0,1867.25
305,Gold,GC,2014-05-15,0.4418853776111433,1867.0,1875.75,1861.25,1875.25
306,Gold,GC,2014-05-18,0.293137908061297,1876.25,1883.0,1865.75,1881.75
