,Instrument,Ticker,Date,% change,open,high,low,close
289,Gold,GC,2014-01-06,-0.4931285367825211,1237.0,1244.7,1224.2,1230.9
290,Gold,GC,2014-01-07,-0.47928513403738293,1231.0,1231.8,1217.7,1225.1
291,Gold,GC,2014-01-08,0.15511470324106824,1224.9,1230.9,1222.8,1226.8
292,Gold,GC,2014-01-09,1.74394914839867,1227.1,1248.5,1226.6,1248.5
293,Gold,GC,2014-01-12,0.3686783681974788,1247.7,1255.3,1243.0,1252.3
294,Gold,GC,2014-01-13,-0.6226550650594618,1252.7,1254.9,1241.1,1244.9
295,Gold,GC,2014-01-14,-0.24109941332476126,1244.3,1244.6,1233.5,1241.3
296,Gold,GC,2014-01-15,0.03221130616846324,1241.8,1244.9,1235.8,1242.2
297,Gold,GC,2014-01-16,0.9503100587903646,1241.7,1254.6,1237.3,1253.5
298,Gold,GC,2014-01-19,0.12774451097803308,1252.5,1262.0,1252.2,1254.1
299,Gold,GC,2014-01-20,-1.1243122558009588,1254.1,1255.5,1235.1,1240.0
300,Gold,GC,2014-01-21,-0.3385731559854861,1240.5,1243.5,1235.5,1236.3
301,Gold,GC,2014-01-22,2.2900145654636646,1235.8,1267.0,1230.8,1264.1
302,Gold,GC,2014-01-23,0.4194033394001764,1263.7,1273.2,1256.8,1269.0
303,Gold,GC,2014-01-26,-1.0786552239980978,1270.1,1279.8,1251.9,1256.4
304,Gold,GC,2014-01-27,0.0,1255.6,1262.3,1248.2,1255.6
